DUPLICATE FILE NAMES REPORT
Generated: 2025-12-25 13:35:16
Root Folder: C:\MyData\OLD DOK
===============================================

SUMMARY
===============================================
Total files scanned: 17027
Unique file names: 7385
Duplicate file names: 3699
Total files with duplicate names: 13341
Disk space occupied by duplicates: 587.03 MB
(This is the space you would free by keeping only one copy of each duplicate file)

===============================================
DUPLICATE FILES (Ordered by Total Size Descending)
===============================================
FileName                                                                         Occurrences  TotalSizeMB     TotalSizeGB    
DfpMath.html                                                                     2            0.05            0              
DfpField.RoundingMode.html                                                       2            0.03            0              
DfpField.html                                                                    2            0.08            0              
deprecated-list.html                                                             11           0.17            0              
delta alpha usage.png                                                            7            0.12            0              
DefaultXYZDatasetTests.java                                                      2            0.02            0              
DerivativeStructure.html                                                         2            0.33            0              
DeviationRenderer.java                                                           2            0.03            0              
DesignTimeResolveAssemblyReferencesInput.cache                                   3            0.02            0              
DescriptiveStatistics.html                                                       2            0.08            0              
GradientXYBarPainterTests.java                                                   2            0.01            0              
GradientXYBarPainter.java                                                        2            0.02            0              
GradientMultivariateOptimizer.html                                               2            0.03            0              
GraggBulirschStoerIntegrator.html                                                2            0.05            0              
GraphingData.class                                                               3            0.01            0              
graphics.js                                                                      3            0.02            0              
gram15_setup.exe                                                                 4            24.86           0.02           
gorilla.jpg                                                                      2            0.01            0              
google_service.js                                                                2            0.01            0              
google_ads.js                                                                    2            0.08            0              
GP5 storm_fromMp3.mid                                                            3            0.01            0              
GradientFunction.html                                                            2            0.02            0              
GradientBarPainterTests.java                                                     2            0.01            0              
GradientBarPainter.java                                                          2            0.02            0              
groupA_2007_Feb.xml                                                              3            0.07            0              
groupA_2007_Dec.xml                                                              3            0.08            0              
groupA_2007_Aug.xml                                                              3            0.08            0              
groupA_2007_Jan.xml                                                              3            0.08            0              
groupA_2007_Mar.xml                                                              3            0.08            0              
groupA_2007_Jun.xml                                                              3            0.08            0              
groupA_2007_Jul.xml                                                              3            0.08            0              
GrayPaintScaleTests.java                                                         2            0.01            0              
GrayPaintScale.java                                                              2            0.01            0              
GraphingData.java                                                                3            0.01            0              
GreyPalette.java                                                                 2            0.01            0              
groupA_2007_Apr.xml                                                              3            0.08            0              
GridArrangementTests.java                                                        2            0.02            0              
GridArrangement.java                                                             2            0.03            0              
goodSet.txt                                                                      4            0.03            0              
GaussIntegratorFactory.html                                                      2            0.03            0              
GaussIntegrator.html                                                             2            0.03            0              
GaussianTest.java                                                                9            0.04            0              
GaussNewtonOptimizer.html                                                        4            0.07            0              
GenerateActionHandler.java                                                       9            0.02            0              
general                                                                          3            0               0              
gemius.js                                                                        2            0.01            0              
GaussianDistribution.java                                                        9            0.02            0              
Gaussian.Parametric.html                                                         2            0.02            0              
Gaussian.html                                                                    2            0.03            0              
GaussianFitter.html                                                              4            0.05            0              
GaussianRandomGenerator.html                                                     2            0.02            0              
GaussianMixtureDistribution.java                                                 9            0.04            0              
GaussianFitter.ParameterGuesser.html                                             4            0.04            0              
glider.js                                                                        3            0.02            0              
gl.js                                                                            2            0               0              
GillIntegrator.html                                                              2            0.03            0              
GLSMultipleLinearRegression.html                                                 2            0.03            0              
good result.png                                                                  8            1.22            0              
GoalType.html                                                                    4            0.1             0              
gnujaxp.jar                                                                      2            0.44            0              
GenerateTest.java                                                                9            0.01            0              
GenerateHmmInitials.java                                                         3            0.01            0              
GenerateHmmInitials.class                                                        3            0.01            0              
GenericHmmDrawerDot.java                                                         9            0               0              
getchar.asm                                                                      5            0               0              
GeometricMean.html                                                               2            0.05            0              
GeneticAlgorithm.html                                                            2            0.03            0              
groupA_2007_May.xml                                                              3            0.08            0              
HEkabgal.jpg                                                                     2            0               0              
hebrew.css                                                                       3            0.01            0              
HeatMapUtilities.java                                                            2            0.01            0              
HelpActionHandler.java                                                           9            0.03            0              
HermiteInterpolator.html                                                         2            0.03            0              
HEmoshamb.jpg                                                                    2            0.03            0              
help-doc.html                                                                    11           0.1             0              
HashUtilities.java                                                               2            0.02            0              
harms.mid                                                                        3            0               0              
Harmony.java                                                                     15           0.02            0              
HashUtilitiesTests.java                                                          2            0.01            0              
HeatMapDataset.java                                                              2            0.01            0              
health.gif                                                                       2            0               0              
he.js                                                                            2            0.01            0              
HighLowRendererSample.png                                                        2            0.03            0              
HighLowRenderer.java                                                             2            0.04            0              
HighLowItemLabelGeneratorTests.java                                              2            0.01            0              
HighLowRendererTests.java                                                        2            0.01            0              
HistogramDataset.java                                                            2            0.03            0              
HistogramBinTests.java                                                           2            0.01            0              
HistogramBin.java                                                                2            0.01            0              
HexCmp.exe                                                                       5            8.87            0.01           
HEroll4lum.jpg                                                                   2            0.01            0              
HErol4pla.jpg                                                                    2            0.01            0              
HexCmp2_Setup.exe                                                                3            2.32            0              
HighLowItemLabelGenerator.java                                                   2            0.02            0              
HighamHall54Integrator.html                                                      2            0.03            0              
HexNumberFormat.java                                                             2            0.01            0              
Harmony.html                                                                     2            0.02            0              
groupB_2007_Jun.xml                                                              3            0.08            0              
groupB_2007_Jul.xml                                                              3            0.08            0              
groupB_2007_Jan.xml                                                              3            0.08            0              
groupB_2007_Mar.xml                                                              3            0.08            0              
groupB_2007_Oct.xml                                                              3            0.08            0              
groupB_2007_Nov.xml                                                              3            0.08            0              
groupB_2007_May.xml                                                              3            0.08            0              
groupA_2007_Sep.xml                                                              3            0.08            0              
groupA_2007_Oct.xml                                                              3            0.08            0              
groupA_2007_Nov.xml                                                              3            0.08            0              
groupB_2007_Apr.xml                                                              3            0.08            0              
groupB_2007_Feb.xml                                                              3            0.07            0              
groupB_2007_Dec.xml                                                              3            0.08            0              
groupB_2007_Aug.xml                                                              3            0.08            0              
HarmonicFitter.html                                                              4            0.05            0              
Harmonator.java                                                                  11           0.02            0              
Harmonator.html                                                                  2            0.02            0              
HarmonicFitter.ParameterGuesser.html                                             4            0.05            0              
Harmony.class                                                                    8            0.01            0              
HarmonicOscillator.Parametric.html                                               2            0.02            0              
HarmonicOscillator.html                                                          2            0.03            0              
GroupedStackedBarRendererSample.png                                              2            0.04            0              
GroupedStackedBarRenderer.java                                                   2            0.03            0              
groupB_2007_Sep.xml                                                              3            0.08            0              
GroupedStackedBarRendererTests.java                                              2            0.01            0              
Harmonator.class                                                                 8            0.02            0              
Guitar Pro 5.lnk                                                                 3            0               0              
GTest.html                                                                       2            0.05            0              
Garage.class                                                                     9            0               0              
FDTest.html                                                                      2            0.03            0              
FDistribution.html                                                               2            0.04            0              
fc88391d223365c0a5dff00a371c9141.js                                              2            0.14            0              
FDTest.java                                                                      2            0               0              
fib.asm                                                                          5            0               0              
ff2.htm                                                                          4            0.02            0              
Feb.xml                                                                          3            0               0              
FastMath.html                                                                    2            0.07            0              
FastHadamardTransformer.html                                                     2            0.03            0              
FastFourierTransformer.html                                                      2            0.03            0              
FastScatterPlot.java                                                             2            0.07            0              
fbtinylogo.png                                                                   3            0               0              
FastSineTransformer.html                                                         2            0.03            0              
FastScatterPlotTests.java                                                        2            0.02            0              
FieldVector.html                                                                 2            0.17            0              
FieldRotation.html                                                               2            0.11            0              
FieldMatrixPreservingVisitor.html                                                2            0.04            0              
FieldVector3D.html                                                               2            0.33            0              
FileComparator.java                                                              6            0.01            0              
FileComparator.html                                                              2            0.01            0              
FileComparator.class                                                             3            0               0              
FieldElement.html                                                                2            0.13            0              
FieldDecompositionSolver.html                                                    2            0.02            0              
Field.html                                                                       2            0.06            0              
FieldHermiteInterpolator.html                                                    2            0.03            0              
FieldMatrixChangingVisitor.html                                                  2            0.04            0              
FieldMatrix.html                                                                 2            0.23            0              
FieldLUDecomposition.html                                                        2            0.03            0              
FastCosineTransformer.html                                                       2            0.03            0              
ExceptionContext.html                                                            2            0.04            0              
examples-v3.tar.gz                                                               4            4               0              
Example1b.java                                                                   2            0               0              
ExceptionContextProvider.html                                                    2            0.06            0              
expanding.js                                                                     3            0.02            0              
ExpandableStatefulODE.html                                                       2            0.05            0              
Exp.html                                                                         2            0.02            0              
EventViewer.html                                                                 2            0.03            0              
EventState.html                                                                  2            0.03            0              
EventHandler.html                                                                2            0.04            0              
EventViewer.java                                                                 2            0.01            0              
Example1b.html                                                                   2            0.02            0              
example.o                                                                        4            0.15            0              
ExamDiff (compare text files).lnk                                                3            0               0              
ExtendedCategoryAxisTests.java                                                   2            0.01            0              
ExtendedCategoryAxis.java                                                        2            0.02            0              
ExponentialDistribution.java                                                     9            0.02            0              
F_RiffMaker.lnk                                                                  4            0               0              
Fairdell HexCmp2.exe                                                             5            4.09            0              
Fairdell HexCmp2 Full.rar                                                        3            3.47            0              
fact.asm                                                                         5            0               0              
Experiment4$1.class                                                              6            0.04            0              
Experiment.java                                                                  7            0               0              
Experiment.class                                                                 7            0               0              
Experiment4.class                                                                7            0.01            0              
ExponentialDistribution.html                                                     2            0.04            0              
Expm1.html                                                                       2            0.02            0              
Experiment4.java                                                                 7            0.05            0              
FileFormatException.java                                                         9            0.01            0              
frame-r.gif                                                                      4            0               0              
frame-l.gif                                                                      4            0               0              
frame-corner-top-r1.gif                                                          4            0               0              
frame-title-results.gif                                                          3            0               0              
Function2D.java                                                                  2            0               0              
Frequency.html                                                                   2            0.06            0              
frame-top.gif                                                                    4            0               0              
Frame2.java                                                                      2            0               0              
Frame2.html                                                                      2            0.03            0              
FractionFormat.html                                                              2            0.06            0              
frame-bot.gif                                                                    4            0               0              
frame-corner-top-l.gif                                                           4            0               0              
frame-corner-bot-r.gif                                                           4            0               0              
frame-corner-bot-l.gif                                                           4            0               0              
GanttRenderer.java                                                               2            0.05            0              
GanttChartTests.java                                                             2            0.02            0              
GanttCategoryDataset.java                                                        2            0.01            0              
GanttRendererSample.png                                                          2            0.04            0              
gap2.mid                                                                         2            0               0              
gap.mid                                                                          2            0               0              
GanttRendererTests.java                                                          2            0.01            0              
FunctionGroupTest.java                                                           2            0               0              
FunctionGroup.java                                                               4            0               0              
FunctionalScaler.java                                                            4            0.07            0              
FunctionUtils.html                                                               2            0.06            0              
GammaDistribution.html                                                           2            0.04            0              
Gamma.html                                                                       2            0.03            0              
ga.js                                                                            13           0.33            0              
FractionField.html                                                               2            0.03            0              
FirstOrderConverter.html                                                         2            0.02            0              
FirstFragRelative.apk                                                            2            0.35            0              
FirstFrag.apk                                                                    2            0.34            0              
FirstOrderDifferentialEquations.html                                             2            0.03            0              
FixedElapsedTime.html                                                            2            0.02            0              
Fitness.html                                                                     2            0.02            0              
FirstOrderIntegrator.html                                                        2            0.04            0              
FileMaker.html                                                                   2            0.01            0              
FileMaker.class                                                                  2            0               0              
filelist.xml                                                                     3            0               0              
FileMaker.java                                                                   5            0               0              
FiniteDifferencesDifferentiator.html                                             2            0.04            0              
FilterType.html                                                                  2            0.03            0              
files                                                                            4            0               0              
ForwardBackwardCalculator.java                                                   10           0.07            0              
forum2.gif                                                                       2            0               0              
for all of you 5 28_8_2012.mp3                                                   2            5.56            0.01           
ForwardBackwardScaledCalculator.java                                             9            0.04            0              
FractionConversionException.html                                                 2            0.03            0              
Fraction.html                                                                    2            0.1             0              
four.txt                                                                         17           0               0              
FixedMillisecondTests.java                                                       2            0.01            0              
FixedMillisecond.java                                                            2            0.02            0              
FixedGenerationCount.html                                                        2            0.02            0              
FixedStepHandler.html                                                            2            0.02            0              
FlowArrangementTests.java                                                        2            0.01            0              
FlowArrangement.java                                                             2            0.03            0              
Floor.html                                                                       2            0.02            0              

===============================================
DUPLICATE FILES (Detailed View)
===============================================
File Name: (compare two hex files) HexCmp.exe.lnk
  Occurrences: 2
  Locations:
    - DOK\RiffMaker\tools\(compare two hex files) HexCmp.exe.lnk (0.81 KB)
    - DOK\workspace\RiffMaker_o\tools\(compare two hex files) HexCmp.exe.lnk (0.81 KB)

File Name: (mp3 to midi) iSpmrsd (IntelliScore).exe.lnk
  Occurrences: 3
  Locations:
    - DOK\RiffMaker\tools\(mp3 to midi) iSpmrsd (IntelliScore).exe.lnk (0.81 KB)
    - DOK\workspace\RiffMaker\tools\(mp3 to midi) iSpmrsd (IntelliScore).exe.lnk (0.81 KB)
    - DOK\workspace\RiffMaker_o\tools\(mp3 to midi) iSpmrsd (IntelliScore).exe.lnk (0.81 KB)

File Name: .classpath
  Occurrences: 19
  Locations:
    - 27-6-2013\DataCorruption_27-6-2013_4-18\.classpath (0.8 KB)
    - 3-7-2013\DC_3-7-2013_13-31\DataCorruption\.classpath (0.8 KB)
    - 3-7-2013\DC_3-7-2013_18-28\DataCorruption\.classpath (0.8 KB)
    - 7-6-2013\DataCorruption\.classpath (0.62 KB)
    - And exported projects\FirstApp\FirstApp\.classpath (0.36 KB)
    - And exported projects\FirstFragRelative\FirstFragRelative\.classpath (0.36 KB)
    - And exported projects\Frags\Frags\.classpath (0.36 KB)
    - DataCorruption_Bash\.classpath (1.88 KB)
    - DataCorruption_bs_3-9-2013\.classpath (1.88 KB)
    - DOK\RiffMaker\.classpath (0.38 KB)
    - DOK\RiffMaker_\.classpath (0.38 KB)
    - DOK\workspace\My_1\.classpath (0.29 KB)
    - DOK\workspace\RiffMaker\.classpath (0.61 KB)
    - DOK\workspace\RiffMaker_o\.classpath (0.38 KB)
    - DOK\workspace\test\.classpath (0.29 KB)
    - DOK\workspace\Testy\.classpath (0.29 KB)
    - PROJECT\Data_Project\DataCorruption\.classpath (0.51 KB)
    - PROJECT\DataCorruption\.classpath (0.8 KB)
    - PROJECT\DataCorruption_12-7-2013\DataCorruption\.classpath (0.8 KB)

File Name: .DS_Store
  Occurrences: 5
  Locations:
    - DOK\workspace\comp_project\lib\.DS_Store (12 KB)
    - DOK\workspace\compil\lib\.DS_Store (12 KB)
    - DOK\workspace\example\lib\.DS_Store (12 KB)
    - DOK\workspace\final_project\lib\.DS_Store (12 KB)
    - DOK\workspace\final_project\project\lib\.DS_Store (12 KB)

File Name: .log
  Occurrences: 3
  Locations:
    - DOK\workspace\.metadata\.log (880.76 KB)
    - DOK\workspace\.metadata\.plugins\org.eclipse.cdt.core\.log (0.33 KB)
    - DOK\workspace\.metadata\.plugins\org.eclipse.cdt.make.core\.log (0 KB)

File Name: .markers
  Occurrences: 6
  Locations:
    - DOK\workspace\.metadata\.plugins\org.eclipse.core.resources\.projects\comp_hw_2\.markers (0.33 KB)
    - DOK\workspace\.metadata\.plugins\org.eclipse.core.resources\.projects\comp_hw_3\.markers (0.37 KB)
    - DOK\workspace\.metadata\.plugins\org.eclipse.core.resources\.projects\comp_project\.markers (0.24 KB)
    - DOK\workspace\.metadata\.plugins\org.eclipse.core.resources\.projects\hw\.markers (0.31 KB)
    - DOK\workspace\.metadata\.plugins\org.eclipse.core.resources\.projects\My_1\.markers (0.23 KB)
    - DOK\workspace\.metadata\.plugins\org.eclipse.core.resources\.projects\RiffMaker\.markers (41.85 KB)

File Name: .project
  Occurrences: 31
  Locations:
    - 27-6-2013\DataCorruption_27-6-2013_4-18\.project (0.38 KB)
    - 3-7-2013\DC_3-7-2013_13-31\DataCorruption\.project (0.38 KB)
    - 3-7-2013\DC_3-7-2013_18-28\DataCorruption\.project (0.38 KB)
    - 7-6-2013\DataCorruption\.project (0.38 KB)
    - And exported projects\FirstApp\FirstApp\.project (0.82 KB)
    - And exported projects\FirstFragRelative\FirstFragRelative\.project (0.83 KB)
    - And exported projects\Frags\Frags\.project (0.83 KB)
    - DataCorruption_a\.project (0.39 KB)
    - DataCorruption_Bash\.project (0.39 KB)
    - DataCorruption_bs_3-9-2013\.project (0.38 KB)
    - DOK\RiffMaker\.project (0.38 KB)
    - DOK\RiffMaker_\.project (0.38 KB)
    - DOK\workspace\1\.project (2.56 KB)
    - DOK\workspace\comp_hw_1\.project (0.21 KB)
    - DOK\workspace\comp_hw_2\.project (0.21 KB)
    - DOK\workspace\comp_hw_3\.project (0.21 KB)
    - DOK\workspace\comp_project\.project (0.21 KB)
    - DOK\workspace\compil\.project (0.21 KB)
    - DOK\workspace\compilation\.project (0.21 KB)
    - DOK\workspace\final_project\.project (0.21 KB)
    - DOK\workspace\hw\.project (0.36 KB)
    - DOK\workspace\ml\.project (0.2 KB)
    - DOK\workspace\mmmlll\.project (0.21 KB)
    - DOK\workspace\My_1\.project (0.37 KB)
    - DOK\workspace\RiffMaker\.project (0.38 KB)
    - DOK\workspace\RiffMaker_o\.project (0.38 KB)
    - DOK\workspace\test\.project (0.37 KB)
    - DOK\workspace\Testy\.project (0.37 KB)
    - PROJECT\Data_Project\DataCorruption\.project (0.38 KB)
    - PROJECT\DataCorruption\.project (0.38 KB)
    - PROJECT\DataCorruption_12-7-2013\DataCorruption\.project (0.38 KB)

File Name: .pydevproject
  Occurrences: 2
  Locations:
    - DOK\workspace\1\.pydevproject (0.3 KB)
    - DOK\workspace\hw\.pydevproject (0.41 KB)

File Name: 0,20.png
  Occurrences: 15
  Locations:
    - 27-6-2013\DataCorruption_27-6-2013_4-18\Short Tests\14-6-2013\13-33\0,20.png (80.19 KB)
    - 27-6-2013\DataCorruption_27-6-2013_4-18\Short Tests\16-6-2013\12-00\0,20.png (105.66 KB)
    - 3-7-2013\DC_3-7-2013_13-31\DataCorruption\Short Tests\14-6-2013\13-33\0,20.png (80.19 KB)
    - 3-7-2013\DC_3-7-2013_13-31\DataCorruption\Short Tests\16-6-2013\12-00\0,20.png (105.66 KB)
    - 3-7-2013\DC_3-7-2013_18-28\DataCorruption\Short Tests\14-6-2013\13-33\0,20.png (80.19 KB)
    - 3-7-2013\DC_3-7-2013_18-28\DataCorruption\Short Tests\16-6-2013\12-00\0,20.png (105.66 KB)
    - DataCorruption_a\Short Tests\14-6-2013\13-33\0,20.png (80.19 KB)
    - DataCorruption_a\Short Tests\16-6-2013\12-00\0,20.png (105.66 KB)
    - DataCorruption_Bash\Short Tests\14-6-2013\13-33\0,20.png (80.19 KB)
    - DataCorruption_Bash\Short Tests\16-6-2013\12-00\0,20.png (105.66 KB)
    - DataCorruption_bs_3-9-2013\Short Tests\14-6-2013\13-33\0,20.png (80.19 KB)
    - DataCorruption_bs_3-9-2013\Short Tests\16-6-2013\12-00\0,20.png (105.66 KB)
    - PROJECT\DataCorruption\Short Tests\14-6-2013\13-33\0,20.png (80.19 KB)
    - PROJECT\DataCorruption_12-7-2013\DataCorruption\Short Tests\14-6-2013\13-33\0,20.png (80.19 KB)
    - PROJECT\DataCorruption_12-7-2013\DataCorruption\Short Tests\16-6-2013\12-00\0,20.png (105.66 KB)

File Name: 0,2600.png
  Occurrences: 7
  Locations:
    - 27-6-2013\DataCorruption_27-6-2013_4-18\Short Tests\16-6-2013\16-00\0,2600.png (111.46 KB)
    - 3-7-2013\DC_3-7-2013_13-31\DataCorruption\Short Tests\16-6-2013\16-00\0,2600.png (111.46 KB)
    - 3-7-2013\DC_3-7-2013_18-28\DataCorruption\Short Tests\16-6-2013\16-00\0,2600.png (111.46 KB)
    - DataCorruption_a\Short Tests\16-6-2013\16-00\0,2600.png (111.46 KB)
    - DataCorruption_Bash\Short Tests\16-6-2013\16-00\0,2600.png (111.46 KB)
    - DataCorruption_bs_3-9-2013\Short Tests\16-6-2013\16-00\0,2600.png (111.46 KB)
    - PROJECT\DataCorruption_12-7-2013\DataCorruption\Short Tests\16-6-2013\16-00\0,2600.png (111.46 KB)

File Name: 0.gif
  Occurrences: 2
  Locations:
    - my documents\SCORPIONS, holiday Tabs, Lyrics, Chords for Guitar_files\0.gif (0.04 KB)
    - my documents\ת'ריון ב-2007_files\0.gif (0.05 KB)

File Name: 0.swf
  Occurrences: 3
  Locations:
    - my documents\מטאליקה - סיקור_files\0.swf (0.19 KB)
    - my documents\מטאליקה בארץ_files\0.swf (0.19 KB)
    - my documents\ת'ריון ב-2007_files\0.swf (0.19 KB)

File Name: 0_002.gif
  Occurrences: 2
  Locations:
    - my documents\מטאליקה - סיקור_files\0_002.gif (0.05 KB)
    - my documents\מטאליקה בארץ_files\0_002.gif (0.05 KB)

File Name: 00vwcYL1Gby.css
  Occurrences: 2
  Locations:
    - my documents\אנטיאוקסידנטים, רדיקאלים חופשיים ומה שביניהם - וואלה! בריאות_files\recommendations_data\00vwcYL1Gby.css (44.19 KB)
    - my documents\וואלה! בעלי חיים  סיפור לשבת - ניטשה החתול והעובד הזר, פרק א' - וואלה! בעלי חיים_files\likebox_data\00vwcYL1Gby.css (44.19 KB)

File Name: 01.04.2012 - 09.08.2012.pdf
  Occurrences: 2
  Locations:
    - A\בנק\01.04.2012 - 09.08.2012.pdf (649.24 KB)
    - my documents\A\בנק\01.04.2012 - 09.08.2012.pdf (649.24 KB)

File Name: 01-07-2012__14-09-2012.pdf
  Occurrences: 2
  Locations:
    - A\בנק\01-07-2012__14-09-2012.pdf (494.21 KB)
    - my documents\A\בנק\01-07-2012__14-09-2012.pdf (494.21 KB)

File Name: 011100L-63000.htm
  Occurrences: 2
  Locations:
    - my documents\מטאליקה בארץ_files\011100L-63000.htm (0.8 KB)
    - my documents\ת'ריון ב-2007_files\011100L-63000.htm (0.77 KB)

File Name: 011399L-542-100.htm
  Occurrences: 2
  Locations:
    - my documents\מטאליקה בארץ_files\011399L-542-100.htm (0.15 KB)
    - my documents\ת'ריון ב-2007_files\011399L-542-100.htm (0.15 KB)

File Name: 01-2010.xls
  Occurrences: 3
  Locations:
    - A\ישראכרט\01-2010.xls (6.09 KB)
    - DOK\A\ישראכרט\01-2010.xls (6.09 KB)
    - my documents\A\ישראכרט\01-2010.xls (6.09 KB)

File Name: 01-2012.pdf
  Occurrences: 3
  Locations:
    - A\בזק\01-2012.pdf (74.17 KB)
    - DOK\A\בזק\01-2012.pdf (74.17 KB)
    - my documents\A\בזק\01-2012.pdf (74.17 KB)

File Name: 01-2012.xls
  Occurrences: 3
  Locations:
    - A\ישראכרט\01-2012.xls (10.51 KB)
    - DOK\A\ישראכרט\01-2012.xls (10.51 KB)
    - my documents\A\ישראכרט\01-2012.xls (10.51 KB)

File Name: 01263984-163-110-1500.htm
  Occurrences: 3
  Locations:
    - my documents\מטאליקה - סיקור_files\01263984-163-110-1500.htm (0.16 KB)
    - my documents\מטאליקה בארץ_files\01263984-163-110-1500.htm (0.16 KB)
    - my documents\ת'ריון ב-2007_files\01263984-163-110-1500.htm (0.15 KB)

File Name: 01280300.js
  Occurrences: 3
  Locations:
    - my documents\מטאליקה - סיקור_files\01280300.js (0.02 KB)
    - my documents\מטאליקה בארץ_files\01280300.js (0.02 KB)
    - my documents\ת'ריון ב-2007_files\01280300.js (0.02 KB)

File Name: 012848538-54200.htm
  Occurrences: 2
  Locations:
    - my documents\מטאליקה בארץ_files\012848538-54200.htm (8.51 KB)
    - my documents\ת'ריון ב-2007_files\012848538-54200.htm (7.79 KB)

File Name: 01294754200.htm
  Occurrences: 2
  Locations:
    - my documents\מטאליקה בארץ_files\01294754200.htm (0.92 KB)
    - my documents\ת'ריון ב-2007_files\01294754200.htm (1.29 KB)

File Name: 01320753800.htm
  Occurrences: 2
  Locations:
    - my documents\מטאליקה בארץ_files\01320753800.htm (9.91 KB)
    - my documents\ת'ריון ב-2007_files\01320753800.htm (9.65 KB)

File Name: 02-2010.xls
  Occurrences: 3
  Locations:
    - A\ישראכרט\02-2010.xls (3.08 KB)
    - DOK\A\ישראכרט\02-2010.xls (3.08 KB)
    - my documents\A\ישראכרט\02-2010.xls (3.08 KB)

File Name: 02-2012.pdf
  Occurrences: 3
  Locations:
    - A\בזק\02-2012.pdf (74.4 KB)
    - DOK\A\בזק\02-2012.pdf (74.4 KB)
    - my documents\A\בזק\02-2012.pdf (74.4 KB)

File Name: 02-2012.xls
  Occurrences: 3
  Locations:
    - A\ישראכרט\02-2012.xls (16.5 KB)
    - DOK\A\ישראכרט\02-2012.xls (16.5 KB)
    - my documents\A\ישראכרט\02-2012.xls (16.5 KB)

File Name: 03-2010.xls
  Occurrences: 3
  Locations:
    - A\ישראכרט\03-2010.xls (5.43 KB)
    - DOK\A\ישראכרט\03-2010.xls (5.43 KB)
    - my documents\A\ישראכרט\03-2010.xls (5.43 KB)

File Name: 03-2012.pdf
  Occurrences: 3
  Locations:
    - A\בזק\03-2012.pdf (78.64 KB)
    - DOK\A\בזק\03-2012.pdf (78.64 KB)
    - my documents\A\בזק\03-2012.pdf (78.64 KB)

File Name: 04-2010.xls
  Occurrences: 3
  Locations:
    - A\ישראכרט\04-2010.xls (6.74 KB)
    - DOK\A\ישראכרט\04-2010.xls (6.74 KB)
    - my documents\A\ישראכרט\04-2010.xls (6.74 KB)

File Name: 04-2012.pdf
  Occurrences: 2
  Locations:
    - A\בזק\04-2012.pdf (141.4 KB)
    - my documents\A\בזק\04-2012.pdf (141.4 KB)

File Name: 0444.mid
  Occurrences: 2
  Locations:
    - DOK\workspace\RiffMaker\out\0444.mid (0.08 KB)
    - DOK\workspace\RiffMaker_o\0444.mid (0.08 KB)

File Name: 05-2010.xls
  Occurrences: 3
  Locations:
    - A\ישראכרט\05-2010.xls (2.86 KB)
    - DOK\A\ישראכרט\05-2010.xls (2.86 KB)
    - my documents\A\ישראכרט\05-2010.xls (2.86 KB)

File Name: 05-2012.pdf
  Occurrences: 2
  Locations:
    - A\בזק\05-2012.pdf (137.66 KB)
    - my documents\A\בזק\05-2012.pdf (137.66 KB)

File Name: 06-2012.pdf
  Occurrences: 2
  Locations:
    - A\בזק\06-2012.pdf (141.35 KB)
    - my documents\A\בזק\06-2012.pdf (141.35 KB)

File Name: 07-2012.pdf
  Occurrences: 4
  Locations:
    - A\בזק\07-2012.pdf (151.48 KB)
    - A\ישראכרט\07-2012.pdf (312.28 KB)
    - my documents\A\בזק\07-2012.pdf (151.48 KB)
    - my documents\A\ישראכרט\07-2012.pdf (312.28 KB)

File Name: 08-2012.pdf
  Occurrences: 2
  Locations:
    - A\ישראכרט\08-2012.pdf (340.85 KB)
    - my documents\A\ישראכרט\08-2012.pdf (340.85 KB)

File Name: 09-2011.pdf
  Occurrences: 3
  Locations:
    - A\בזק\09-2011.pdf (84.34 KB)
    - DOK\A\בזק\09-2011.pdf (84.34 KB)
    - my documents\A\בזק\09-2011.pdf (84.34 KB)

File Name: 09-2012.pdf
  Occurrences: 2
  Locations:
    - A\ישראכרט\09-2012.pdf (305.82 KB)
    - my documents\A\ישראכרט\09-2012.pdf (305.82 KB)

File Name: 09-2012_2.pdf
  Occurrences: 2
  Locations:
    - A\ישראכרט\09-2012_2.pdf (273.92 KB)
    - my documents\A\ישראכרט\09-2012_2.pdf (273.92 KB)

File Name: 1 - 25-12-2009.pdf
  Occurrences: 3
  Locations:
    - A\orange\1 - 25-12-2009.pdf (645.84 KB)
    - DOK\A\orange\1 - 25-12-2009.pdf (645.84 KB)
    - my documents\A\orange\1 - 25-12-2009.pdf (645.84 KB)

File Name: 1 - 25-12-2009_.pdf
  Occurrences: 3
  Locations:
    - A\orange\1 - 25-12-2009_.pdf (645.84 KB)
    - DOK\A\orange\1 - 25-12-2009_.pdf (645.84 KB)
    - my documents\A\orange\1 - 25-12-2009_.pdf (645.84 KB)

File Name: 1,5,10,20.png
  Occurrences: 14
  Locations:
    - 27-6-2013\DataCorruption_27-6-2013_4-18\Short Tests\19-6-2013\10000 iters\dots\1,5,10,20.png (95.72 KB)
    - 27-6-2013\DataCorruption_27-6-2013_4-18\Short Tests\19-6-2013\10000 iters\dots\opposite dots\1,5,10,20.png (99.08 KB)
    - 3-7-2013\DC_3-7-2013_13-31\DataCorruption\Short Tests\19-6-2013\10000 iters\dots\1,5,10,20.png (95.72 KB)
    - 3-7-2013\DC_3-7-2013_13-31\DataCorruption\Short Tests\19-6-2013\10000 iters\dots\opposite dots\1,5,10,20.png (99.08 KB)
    - 3-7-2013\DC_3-7-2013_18-28\DataCorruption\Short Tests\19-6-2013\10000 iters\dots\1,5,10,20.png (95.72 KB)
